Sample No,Start (Local time),Stop (Local time),Nitrate [µg/m³],Ammonium [µg/m³]
1541,26/05/2017 13:31,29/05/2017 13:31,0.453888944,0.015824272
1542,29/05/2017 13:31,01/06/2017 13:31,0.7094655,0.027884715
1543,01/06/2017 13:31,04/06/2017 13:31,0.59057762,0.031462765
1544,04/06/2017 13:31,07/06/2017 13:31,1.047401844,0.043654363
1545,07/06/2017 13:55,09/06/2017 13:27,0.743659255,0.029002819
1546,15/06/2017 00:01,18/06/2017 00:00,,
1547,18/06/2017 00:01,21/06/2017 00:00,,
1548,21/06/2017 00:01,24/06/2017 00:00,1.232567416,0.032910942
1549,24/06/2017 00:01,27/06/2017 00:00,1.16151469,0.034390416
1550,27/06/2017 00:01,30/06/2017 00:00,1.291711002,0.029492124
1551,30/06/2017 00:01,03/07/2017 00:00,0.880363941,0.032010442
1552,03/07/2017 00:01,06/07/2017 00:00,1.061040997,0.046820645
1553,06/07/2017 00:01,09/07/2017 00:00,1.08529424,0.023135145
1554,09/07/2017 00:01,12/07/2017 00:00,0.832453836,0.019495921
1555,12/07/2017 00:01,15/07/2017 00:00,0.666312662,0.020094819
1556,15/07/2017 00:01,18/07/2017 00:00,0.574258328,0.01769941
1557,18/07/2017 00:01,21/07/2017 00:00,1.220502295,0.041715112
1558,21/07/2017 00:01,24/07/2017 00:00,1.054796401,0.031979658
1559,24/07/2017 00:01,27/07/2017 00:00,0.719095813,0.060826486
1560,27/07/2017 00:01,30/07/2017 00:00,1.057964638,0.046290305
1561,30/07/2017 00:01,02/08/2017 00:00,2.002106272,0.034451917
1562,02/08/2017 00:01,05/08/2017 00:00,1.022890768,0.034129458
1563,05/08/2017 00:01,08/08/2017 00:00,0.533688693,0.015810686
1564,08/08/2017 00:01,11/08/2017 00:00,0.555907595,0.015303966
1565,11/08/2017 00:01,14/08/2017 00:00,1.545623753,0.039242644
1566,14/08/2017 00:01,17/08/2017 00:00,1.519247124,0.03967268
1567,17/08/2017 00:01,20/08/2017 00:00,1.72986344,0.046943724
1568,20/08/2017 00:01,23/08/2017 00:00,1.253832751,0.040793608
1569,23/08/2017 00:01,26/08/2017 00:00,1.323550965,0.036069806
1570,26/08/2017 00:01,29/08/2017 00:00,1.256847572,0.022574268
1571,29/08/2017 00:01,01/09/2017 00:00,0.678781072,0.016394219
1572,01/09/2017 00:01,04/09/2017 00:00,0.793628402,0.024396812
1573,04/09/2017 00:01,07/09/2017 00:00,1.281718805,0.043848275
1574,07/09/2017 00:01,10/09/2017 00:00,1.24156253,0.029061577
1575,10/09/2017 09:23,13/09/2017 09:22,1.41631356,0.055166955
1577,14/09/2017 00:00,15/09/2017 00:00,,
1578,15/09/2017 00:00,16/09/2017 00:00,0.876884126,0.024857743
1579,16/09/2017 15:00,17/09/2017 15:00,1.985033833,0.014067141
1580,16/09/2017 15:00,17/09/2017 15:00,,
1581,17/09/2017 15:00,18/09/2017 12:00,1.814514594,0.011807318
1582,18/09/2017 20:00,19/09/2017 20:00,1.894031896,0.04544933
1583,19/09/2017 20:00,20/09/2017 20:00,1.894352413,0.014166857
1584,21/09/2017 20:00,22/09/2017 20:00,0.718246844,0.02862218
1585,22/09/2017 15:00,23/09/2017 15:00,0.469974273,0
1586,23/09/2017 15:00,24/09/2017 15:00,0.713086518,0.017916908
1587,24/09/2017 15:00,25/09/2017 15:00,1.435115465,0.021122079
1588,25/09/2017 15:00,26/09/2017 15:00,2.039916551,0.027415392
1589,26/09/2017 15:00,27/09/2017 15:00,1.320397254,0.014141743
1590,27/09/2017 15:00,28/09/2017 15:00,1.399680443,0.022582198
1591,28/09/2017 15:00,29/09/2017 15:00,1.666176845,0.034908665
1592,29/09/2017 15:00,30/09/2017 15:00,1.426205799,0.007820622
1593,30/09/2017 15:00,01/10/2017 15:00,1.156200589,0.056621867
1594,29/09/2017 15:00,30/09/2017 15:00,,
1595,01/10/2017 15:00,02/10/2017 15:00,1.260534594,0.024972522
1596,02/10/2017 15:00,03/10/2017 15:00,1.491240129,0.182536762
1597,03/10/2017 15:00,04/10/2017 15:00,1.534539879,0.054359706
1598,04/10/2017 15:00,05/10/2017 15:00,1.332357672,0.061314928
1599,05/10/2017 15:00,06/10/2017 15:00,1.095625647,0.014285186
1600,21/09/2017 15:39,22/09/2017 15:23,0.454856923,0.026426202
1601,22/09/2017 15:23,23/09/2017 14:59,0.256288731,0
1602,23/09/2017 14:59,24/09/2017 15:01,0.461466609,0.022870699
1603,24/09/2017 15:01,25/09/2017 15:11,0.880384802,0.048056143
1604,25/09/2017 15:13,26/09/2017 15:19,0.654569447,0.043204149
1605,26/09/2017 15:20,27/09/2017 15:23,0.31730254,0.023755438
1606,27/09/2017 15:23,28/09/2017 15:59,0.306042765,0.022892356
1607,28/09/2017 16:01,29/09/2017 15:28,1.012152903,0.042999331
1608,29/09/2017 15:30,01/10/2017 18:00,0.9278121,0.052430436
1609,01/10/2017 18:02,02/10/2017 16:09,0.43015515,0.059718221
1610,02/10/2017 16:09,03/10/2017 16:09,0.513974541,0.049159502
1611,03/10/2017 16:10,04/10/2017 15:27,0.526430319,0.042938218
1612,04/10/2017 15:27,05/10/2017 15:00,0.377949518,0.102690104
1613,05/10/2017 15:00,06/10/2017 15:01,0.222869324,0.032263167
1614,06/10/2017 15:03,07/10/2017 15:02,0.594226834,0.085812894
1615,07/10/2017 15:02,08/10/2017 17:12,0.637942113,0.2520976
1616,08/10/2017 17:13,09/10/2017 11:04,0.194542953,0.093953494
1618,11/10/2017 15:00,12/10/2017 15:00,0.774506608,0.01224787
1619,12/10/2017 15:00,13/10/2017 15:00,1.50278635,0
1620,14/10/2017 00:01,17/10/2017 00:01,1.980098329,0
1621,17/10/2017 00:01,20/10/2017 00:01,2.247251617,0.004747203
1622,21/10/2017 00:01,24/10/2017 00:01,1.284892602,0.055569998
1623,24/10/2017 00:01,27/10/2017 00:01,1.475338035,0.042682187
1624,27/10/2017 00:01,30/10/2017 00:00,1.711734189,0
1625,30/10/2017 00:00,02/11/2017 00:00,1.875835225,0
1626,02/11/2017 00:00,05/11/2017 00:00,1.56651689,0.044539605
1627,05/11/2017 00:00,08/11/2017 00:01,0.707563699,0.004103821
1628,08/11/2017 00:01,11/11/2017 00:01,0.513374374,0
1629,11/11/2017 00:01,14/11/2017 00:01,2.139353092,0.025216136
1630,14/11/2017 00:01,17/11/2017 00:01,1.5962699,0.003546034
1631,17/11/2017 00:01,20/11/2017 00:01,1.396081674,0
1632,20/11/2017 00:01,23/11/2017 00:01,0.81553644,0.019456613
1633,23/11/2017 00:01,26/11/2017 00:01,0.590926315,0.011668302
1634,26/11/2017 00:01,29/11/2017 00:01,0.993269378,0
1635,29/11/2017 00:01,02/12/2017 00:01,1.46341965,0.004497441
1636,02/12/2017 00:01,05/12/2017 00:01,1.175522961,0.027125969
1637,05/12/2017 00:01,08/12/2017 00:01,1.595498803,0
1638,08/12/2017 00:01,11/12/2017 00:01,1.880846738,0.007628286
1639,11/12/2017 00:01,14/12/2017 00:01,0.912486294,0
1640,14/12/2017 00:01,17/12/2017 00:01,1.295285552,0
1641,06/10/2017 15:00,07/10/2017 15:00,1.480091807,0.030877417
1642,07/10/2017 15:00,08/10/2017 15:00,1.378880393,0.036393301
1643,08/10/2017 15:00,09/10/2017 15:00,1.477302086,0.03845938
1644,07/10/2017 16:00,08/10/2017 16:00,,
1645,09/10/2017 15:00,10/10/2017 15:00,1.086598348,0.068233647
1646,10/10/2017 15:00,11/10/2017 15:00,0.560914194,0.056630143
1647,17/12/2017 00:01,20/12/2017 00:01,,
1648,20/12/2017 00:01,23/12/2017 00:01,1.005307337,0
1649,23/12/2017 00:01,26/12/2017 00:01,1.3865993,0.026092794
1650,26/12/2017 00:01,29/12/2017 00:01,1.561659232,0.027159516
1651,29/12/2017 00:01,01/01/2018 00:01,1.628161617,0.029074953
1652,,,,
1653,01/01/2018 00:01,04/01/2018 00:01,1.511540381,0
1654,04/01/2018 00:01,07/01/2018 00:01,1.406749889,0.004702674
1655,07/01/2018 00:01,10/01/2018 00:01,0.411706336,0
1656,10/01/2018 00:01,13/01/2018 00:01,0.986985012,0
1657,13/01/2018 00:01,16/01/2018 00:01,1.072608372,0
1658,16/01/2018 00:01,19/01/2018 00:01,1.182906742,0
1659,19/01/2018 00:01,22/01/2018 00:01,1.300225485,0.035776904
1660,22/01/2018 00:01,25/01/2018 00:01,2.311348427,0.010219261
1661,25/01/2018 00:01,28/01/2018 00:01,1.586036424,0
1662,28/01/2018 00:01,31/01/2018 00:01,0.883198947,0
1663,31/01/2018 00:01,03/02/2018 00:01,0.69258383,0
1664,03/02/2018 00:01,18/02/2018 00:01,1.066291205,0.014002077
1666,06/02/2018 00:01,09/02/2018 00:01,0.898434356,0
1667,09/02/2018 00:01,12/02/2018 00:01,1.716056561,0.005645245
1668,12/02/2018 00:01,15/02/2018 00:01,1.013075214,0.012563724
1669,15/02/2018 00:01,21/02/2018 00:01,1.090294227,0.044118454
1665,18/02/2018 00:01,06/02/2018 00:01,0.669034943,0
1670,21/02/2018 00:01,24/02/2018 00:01,0.655473864,0.005099684
1671,24/02/2018 00:01,27/02/2018 00:01,0.411472464,0
1672,27/02/2018 00:01,02/03/2018 00:01,0.467155362,0
1673,02/03/2018 00:01,05/03/2018 00:01,0.221843712,0
1674,05/03/2018 00:01,08/03/2018 00:01,0.366579163,0.040848685
1675,08/03/2018 00:01,11/03/2018 00:01,0.507187379,0.039730227
1676,11/03/2018 00:01,14/03/2018 00:01,0.700990635,0.037410996
1677,14/03/2018 00:01,17/03/2018 00:01,0.641254847,0.025281398
1678,17/03/2018 00:01,20/03/2018 00:01,0.813664213,0
1679,20/03/2018 00:01,23/03/2018 00:01,1.079106843,0
1680,23/03/2018 00:01,26/03/2018 00:01,1.532268163,0
1681,26/03/2018 00:01,29/03/2018 00:01,0.883993233,0.004833994
1682,29/03/2018 00:01,01/04/2018 00:01,1.768300843,0
1683,01/04/2018 00:01,04/04/2018 00:01,0.889636131,0.005319492
1684,04/04/2018 00:01,07/04/2018 00:01,0.864845712,0.038717971
1685,07/04/2018 00:01,10/04/2018 00:01,0.590784558,0
1686,10/04/2018 00:01,13/04/2018 00:01,0.862413953,0.007248662
1687,13/04/2018 00:01,16/04/2018 00:01,0.667680444,0.021506652
1688,16/04/2018 00:01,19/04/2018 00:01,0.86531905,0.007060768
1689,19/04/2018 00:01,22/04/2018 00:01,0.91496999,0.037633269
1690,22/04/2018 00:01,25/04/2018 00:01,0.441854004,0.022912205
1691,25/04/2018 00:01,28/04/2018 00:01,1.472504473,0.005532718
1692,28/04/2018 00:01,01/05/2018 00:01,1.410578967,0.029945112
1693,01/05/2018 00:01,04/05/2018 00:01,0.882056506,0.031181321
1694,04/05/2018 00:01,07/05/2018 00:01,0.458233986,0.014153681
1695,07/05/2018 00:01,10/05/2018 00:01,0.592556411,0.030620202
1696,10/05/2018 00:01,13/05/2018 00:01,0.911235516,0.027343881
1697,13/05/2018 00:01,16/05/2018 00:01,0.91446386,0.04188197
1698,16/05/2018 00:01,19/05/2018 00:01,0.686325925,0.024076384
1699,19/05/2018 00:01,22/05/2018 00:01,0.613154438,0.03010777
1700,22/05/2018 00:01,25/05/2018 00:01,0.616028357,0.027036689
1701,25/05/2018 00:01,28/05/2018 00:02,0.62004371,0.040881363
1702,28/05/2018 00:02,31/05/2018 00:02,1.13887239,0.058642253
1703,31/05/2018 00:02,03/06/2018 00:02,1.032597943,0.058848168
1704,03/06/2018 00:02,06/06/2018 00:02,0.885606784,0.048382998
1705,06/06/2018 00:02,09/06/2018 00:01,1.100250533,0
1706,09/06/2018 00:01,12/06/2018 00:01,0,0
1707,12/06/2018 00:02,15/06/2018 00:02,0.888506146,0.038700358
1708,15/06/2018 00:02,17/06/2018 11:36,0.852828397,0.012967474
1709,17/06/2018 11:36,18/06/2018 11:36,0.648271144,0.016114257
1710,18/06/2018 11:36,19/06/2018 11:36,0.829750952,0.025493164
1711,19/06/2018 11:36,20/06/2018 11:36,0.499481717,0.011355349
1712,20/06/2018 11:36,21/06/2018 10:30,0.508957661,0.028378285
1713,21/06/2018 10:30,22/06/2018 10:30,0.671242821,0.040399239
1714,22/06/2018 10:30,23/06/2018 10:30,0.825804983,0.054817525
1715,23/06/2018 10:30,24/06/2018 10:30,1.167249109,0.144990715
1716,24/06/2018 10:30,25/06/2018 10:30,1.135561736,0.052342804
1717,25/06/2018 10:30,26/06/2018 10:30,0.554550809,0.016205854
1718,26/06/2018 10:30,27/06/2018 10:30,1.175101859,0.020072761
1719,27/06/2018 10:30,28/06/2018 10:30,2.310682638,0.050036796
1721,28/06/2018 10:30,29/06/2018 10:30,,
1720,30/06/2018 00:00,03/07/2018 00:00,1.705497253,0.044417856
1722,03/07/2018 00:00,06/07/2018 00:00,0.556370181,0.029908183
1723,06/07/2018 00:00,09/07/2018 00:00,1.166069923,0
1724,09/07/2018 00:00,12/07/2018 00:00,1.333707523,0.018569434
1725,12/07/2018 00:00,15/07/2018 00:00,1.416797106,0.074588671
1726,15/07/2018 00:00,18/07/2018 00:00,0.992634833,0.141371742
1727,18/07/2018 00:00,21/07/2018 00:00,0.815310452,0
1728,21/07/2018 00:00,24/07/2018 00:00,1.158533824,0.031771814
1729,24/07/2018 00:00,27/07/2018 00:00,1.018179343,0.037094916
1730,27/07/2018 00:00,30/07/2018 00:00,0.735597696,0.019901029
1731,30/07/2018 00:00,02/08/2018 00:00,1.110252439,0
1732,02/08/2018 00:00,05/08/2018 00:00,1.13935852,0.004915895
1733,05/08/2018 00:00,08/08/2018 00:00,0.927300482,0.053116972
1734,08/08/2018 00:00,11/08/2018 00:00,2.386807243,0.14339595
1735,11/08/2018 00:00,14/08/2018 00:00,0.757424901,0.025134372
1736,14/08/2018 00:00,17/08/2018 00:00,1.097162332,0.004807246
1737,17/08/2018 00:00,20/08/2018 00:00,1.079996631,0.034400346
1738,20/08/2018 00:00,23/08/2018 00:00,0.625319545,0.041642334
1739,23/08/2018 00:00,26/08/2018 00:00,1.650559377,0.156582923
1740,26/08/2018 00:00,29/08/2018 00:00,1.427809825,0.089208028
1741,29/08/2018 00:00,01/09/2018 00:00,1.712556196,0.032307408
1742,01/09/2018 00:00,04/09/2018 00:00,0.71782827,0.103511185
1743,04/09/2018 00:00,07/09/2018 00:00,2.030242672,0.129694236
1744,07/09/2018 00:00,10/09/2018 00:00,1.745641585,0.005568397
1745,10/09/2018 00:00,13/09/2018 00:00,1.302931986,0.09161826
1746,13/09/2018 00:00,16/09/2018 00:00,1.743876151,0
1747,16/09/2018 00:00,19/09/2018 00:00,1.961796981,0.040924483
1748,19/09/2018 00:00,22/09/2018 00:00,2.015484618,0.005258703
1749,22/09/2018 00:00,25/09/2018 00:00,1.496813909,0.047294814
1750,25/09/2018 00:00,28/09/2018 00:00,1.511968685,0.030395121
1751,28/09/2018 00:00,01/10/2018 00:00,1.91792909,0.04387686
1752,01/10/2018 00:00,04/10/2018 00:00,1.894268171,0.082283872
1753,04/10/2018 00:00,07/10/2018 00:00,1.589228814,0.070034709
1754,07/10/2018 00:00,10/10/2018 00:00,0.954973431,0.006163416
1755,10/10/2018 00:00,13/10/2018 00:00,0.428092189,0.013384254
1756,13/10/2018 00:00,16/10/2018 00:00,0.454851192,0.022294778
1757,16/10/2018 00:00,19/10/2018 00:00,0.909936725,0.004255784
1758,19/10/2018 00:00,22/10/2018 00:00,0.575783731,0.017764141
1759,22/10/2018 00:00,25/10/2018 00:00,0.934277382,0.014888659
1760,25/10/2018 00:00,28/10/2018 00:00,0.735139802,0.009119193
1761,28/10/2018 00:00,31/10/2018 00:00,0.425179853,0.005838516
1762,31/10/2018 00:00,03/11/2018 00:00,0.668365686,0
1763,03/11/2018 00:00,06/11/2018 00:00,0.723746986,0.00710657
1764,06/11/2018 00:00,09/11/2018 00:00,0.720517394,0.022953804
1765,09/11/2018 00:00,12/11/2018 00:00,0.934636105,0.036651394
1766,12/11/2018 00:00,15/11/2018 00:00,0.399756108,0.006208901
1767,15/11/2018 00:00,18/11/2018 00:00,0.424333614,0.013894875
1768,18/11/2018 00:00,21/11/2018 00:00,0.397006364,0.046357735
1769,21/11/2018 00:00,24/11/2018 00:00,0.461614069,0.022417643
1770,24/11/2018 00:00,27/11/2018 00:00,0.649073998,0
1771,27/11/2018 00:00,30/11/2018 00:00,0.892504313,0.034603253
1772,30/11/2018 00:00,03/12/2018 00:00,1.569910304,0
1773,03/12/2018 00:00,06/12/2018 00:00,1.324319617,0.022808011
1774,06/12/2018 00:00,09/12/2018 00:00,1.21043963,0.016882333
1775,09/12/2018 00:00,12/12/2018 00:00,1.436174189,0.017305402
1776,12/12/2018 00:00,15/12/2018 00:00,1.249885644,0.048199859
1777,15/12/2018 00:00,18/12/2018 00:00,1.065501594,0.051775045
1778,18/12/2018 00:00,21/12/2018 00:00,1.319558152,0
1779,21/12/2018 00:00,24/12/2018 00:00,1.699886488,0.028966156
1780,24/12/2018 00:00,27/12/2018 00:00,1.747143725,0.03276872
1781,27/12/2018 00:00,30/12/2018 00:00,1.28954415,0.022150746
1782,30/12/2018 00:00,02/01/2019 00:00,1.20120665,0.005714702
1783,02/01/2019 00:00,05/01/2019 00:00,1.658336837,0.019306158
1784,05/01/2019 00:00,08/01/2019 00:00,1.111220766,0
1785,08/01/2019 00:00,11/01/2019 00:00,1.195159674,0.015569506
1786,11/01/2019 00:00,14/01/2019 00:00,0.892467912,0
1787,14/01/2019 00:00,17/01/2019 00:00,0.418552824,0
1788,17/01/2019 00:00,20/01/2019 00:00,0.81959434,0.051204719
1789,20/01/2019 00:00,21/01/2019 12:00,0.945241087,0.033034139
1790,21/01/2019 12:05,22/01/2019 12:00,0.827417101,0.118695377
1791,22/01/2019 12:00,23/01/2019 11:55,0.666309543,0
1792,23/01/2019 12:04,24/01/2019 11:59,0.87189965,0
1793,24/01/2019 11:59,25/01/2019 11:54,0.934488418,0.105351171
1794,25/01/2019 11:54,26/01/2019 11:54,1.1025121,0
1795,26/01/2019 11:54,27/01/2019 11:54,1.380030473,0
1796,27/01/2019 11:54,28/01/2019 11:54,1.29687056,0
1797,28/01/2019 12:01,29/01/2019 12:01,1.075615202,0
1798,29/01/2019 12:01,30/01/2019 12:01,1.066159248,0.061010169
1799,30/01/2019 12:01,31/01/2019 12:01,1.16574737,0.133806398
1800,31/01/2019 12:01,01/02/2019 12:01,0.626163755,0
1801,01/02/2019 12:01,02/02/2019 12:01,0.446617501,0.037562072
1802,02/02/2019 12:01,03/02/2019 12:01,0.504936583,0.07529418
1803,03/02/2019 12:01,04/02/2019 12:01,0.861798737,0
1804,04/02/2019 12:01,05/02/2019 12:01,0.577738808,0
1805,05/02/2019 12:01,06/02/2019 12:01,0.963371131,0
1806,06/02/2019 12:01,07/02/2019 12:01,1.442322531,0.057951079
1807,07/02/2019 12:01,08/02/2019 12:01,1.570028809,0.065860309
1808,08/02/2019 12:01,09/02/2019 12:01,1.402327991,0
1809,09/02/2019 12:01,10/02/2019 12:01,1.330872419,0
1810,10/02/2019 12:01,11/02/2019 12:01,1.121712978,0
1811,11/02/2019 12:01,12/02/2019 12:01,1.199630134,0
1812,12/02/2019 12:01,13/02/2019 12:01,1.476449338,0
1813,13/02/2019 12:01,14/02/2019 12:01,1.610629306,0
1814,14/02/2019 12:01,15/02/2019 12:01,0.758362568,0.032388385
1815,15/02/2019 12:01,16/02/2019 12:01,0.609811565,0
1816,16/02/2019 12:01,17/02/2019 12:01,0.186820569,0
1817,17/02/2019 12:01,18/02/2019 12:01,0.426750996,0
1818,18/02/2019 12:01,19/02/2019 12:01,1.693995768,0
1819,19/02/2019 12:01,20/02/2019 12:01,1.918471952,0
1820,20/02/2019 12:01,21/02/2019 12:01,1.057269835,0
1821,21/02/2019 12:01,22/02/2019 12:01,1.053599525,0
1822,22/02/2019 12:01,23/02/2019 12:01,0.648755228,0
1823,23/02/2019 12:01,24/02/2019 12:01,1.046784951,0
1824,24/02/2019 12:01,25/02/2019 12:01,2.032532429,0
1825,25/02/2019 12:01,26/02/2019 12:01,1.523677899,0
1826,26/02/2019 12:01,27/02/2019 12:01,2.238400878,0.045295246
1827,27/02/2019 12:01,28/02/2019 12:01,2.078606606,0.056375617
1828,01/03/2019 00:00,04/03/2019 00:00,2.075680044,0.049242526
1829,04/03/2019 00:00,07/03/2019 00:00,1.097783986,0.062542149
1830,07/03/2019 00:00,10/03/2019 00:00,0.579263325,0.02280764
1831,10/03/2019 00:00,13/03/2019 00:00,2.155704814,0.045607697
1832,13/03/2019 00:00,15/03/2019 12:44,2.209167567,0.036540415
1833,16/03/2019 00:01,20/03/2019 00:01,1.829817051,0.038421082
1834,20/03/2019 00:01,24/03/2019 00:01,1.087185698,0.092011388
1835,24/03/2019 00:01,28/03/2019 00:01,0.822192678,0.038784429
1836,28/03/2019 00:01,02/04/2019 00:01,1.085893775,0.040088957
1837,02/04/2019 00:01,07/04/2019 00:01,0.459813307,0.010159023
1838,07/04/2019 00:01,12/04/2019 00:01,0.892222217,0.032941707
1839,12/04/2019 00:01,17/04/2019 00:01,0.893952249,0.020562885
1840,17/04/2019 00:01,22/04/2019 00:01,0.660949921,0.018706953
1841,22/04/2019 00:01,26/04/2019 10:58,0.852373829,0.033414901
1842,27/04/2019 00:01,30/04/2019 00:01,0.968457978,0.107176859
1843,30/04/2019 00:01,03/05/2019 00:01,0.938047565,0.026241955
1844,03/05/2019 00:01,06/05/2019 00:01,0.724181163,0.025716264
1853,06/05/2019 00:01,09/05/2019 00:01,0.865799394,0.081206558
1845,09/05/2019 00:01,12/05/2019 00:01,0.921321809,0.054172378
1846,12/05/2019 00:01,15/05/2019 00:01,0.859400615,0.076399487
1847,15/05/2019 00:01,18/05/2019 00:01,0.919692899,0.051051669
1848,18/05/2019 00:01,21/05/2019 00:01,1.413292212,0.089779562
1849,21/05/2019 00:01,24/05/2019 00:01,0.907128526,0.044713459
1850,24/05/2019 00:01,27/05/2019 00:01,1.015411877,0.022271041
1851,27/05/2019 00:01,30/05/2019 00:01,0.97315493,0.078220976
1852,30/05/2019 00:01,02/06/2019 00:01,1.068917748,0.035430576
1854,02/06/2019 00:01,05/06/2019 00:01,1.387547868,0.042590049
1855,05/06/2019 00:01,08/06/2019 00:01,1.556377795,0.039535868
1856,08/06/2019 00:01,11/06/2019 00:01,0.782451362,0.0528815
1857,11/06/2019 00:01,14/06/2019 00:01,0.730204082,0.037280296
1858,14/06/2019 00:01,17/06/2019 00:01,0.592086247,0.014790878
1859,17/06/2019 00:01,20/06/2019 00:01,0.397061586,0.022561055
1860,20/06/2019 00:01,23/06/2019 00:01,0.432405262,0.025747397
1861,23/06/2019 00:01,26/06/2019 00:01,0.496452222,0.029750556
1862,26/06/2019 00:01,29/06/2019 00:01,0.438399785,0.03101626
1863,29/06/2019 00:01,02/07/2019 00:01,0.697780511,0.039797712
1864,02/07/2019 00:01,05/07/2019 00:01,0.938783183,0.03608389
1865,05/07/2019 00:01,08/07/2019 00:01,0.60716332,0.030672542
1866,08/07/2019 00:01,11/07/2019 00:01,1.06684394,0.069410596
1867,11/07/2019 00:01,14/07/2019 00:01,1.013577367,0.043046178
1868,14/07/2019 00:01,17/07/2019 00:01,1.284276557,0.044488006
1869,17/07/2019 00:01,20/07/2019 00:01,0.871201065,0.022570365
1870,20/07/2019 00:01,23/07/2019 00:01,1.166209495,0.05963745
1871,23/07/2019 00:01,26/07/2019 00:01,1.295795843,0.028544353
1872,26/07/2019 00:01,29/07/2019 00:01,1.165400808,0.012898987
1873,29/07/2019 00:01,01/08/2019 00:01,0.896651434,0.018908731
1874,01/08/2019 00:01,04/08/2019 00:01,0.851389684,0.023705974
1875,04/08/2019 00:01,07/08/2019 00:01,0.820497905,0.034892387
1876,07/08/2019 00:01,08/08/2019 14:03,0.734413924,0.021021133
1877,09/08/2019 00:00,10/08/2019 00:00,0.945353286,0.091494735
1878,10/08/2019 00:00,11/08/2019 00:00,1.200551951,0.042705985
1879,11/08/2019 00:00,12/08/2019 00:00,1.157398795,0.03210251
1880,12/08/2019 00:00,13/08/2019 00:00,0.762781842,0
1881,13/08/2019 00:00,14/08/2019 00:00,1.105392911,0
1882,14/08/2019 00:00,15/08/2019 00:00,0.991531549,0.03221106
1883,15/08/2019 00:00,16/08/2019 00:00,0.711042697,0.03477084
1884,16/08/2019 00:00,17/08/2019 00:00,1.140647772,0.048915821
1885,17/08/2019 00:00,18/08/2019 00:00,1.391994219,0
1886,18/08/2019 00:00,19/08/2019 00:00,1.700027823,0
1887,19/08/2019 00:00,20/08/2019 00:00,1.566389484,0
1888,20/08/2019 00:00,21/08/2019 00:00,1.600166995,0
1889,21/08/2019 00:00,22/08/2019 00:00,1.391005278,0.033565022
1890,22/08/2019 00:00,23/08/2019 00:00,0.82835248,0.027899934
1891,23/08/2019 00:00,24/08/2019 00:00,1.091804548,0
1892,24/08/2019 00:00,25/08/2019 00:00,0.736000335,0
1893,25/08/2019 00:00,26/08/2019 00:00,0.992874449,0
1894,26/08/2019 00:00,27/08/2019 00:00,1.274757224,0
1895,27/08/2019 00:00,28/08/2019 00:00,1.198643198,0
1896,28/08/2019 00:00,29/08/2019 00:00,2.41238557,0
1897,29/08/2019 00:00,30/08/2019 00:00,1.497350226,0
1898,30/08/2019 00:00,02/09/2019 00:00,1.827448642,0
1899,02/09/2019 00:00,05/09/2019 00:00,0.306464846,0.017160059
1900,05/09/2019 00:00,08/09/2019 00:00,1.323479655,0.053538488
1901,08/09/2019 00:00,11/09/2019 00:00,1.186259683,0.077440617
1902,11/09/2019 00:00,14/09/2019 00:00,1.743371079,0.030466963
1903,14/09/2019 00:00,17/09/2019 00:00,1.735734503,0.063555995
1904,17/09/2019 00:00,20/09/2019 00:00,1.812113519,0.058035331
1905,20/09/2019 00:00,23/09/2019 00:00,1.758433768,0.062994489
1906,23/09/2019 00:00,26/09/2019 00:00,0.848609353,0.065240685
1907,26/09/2019 00:00,29/09/2019 00:00,0.995085303,0.020555243
1908,29/09/2019 00:00,02/10/2019 00:00,1.264533723,0.152315618
1909,02/10/2019 00:00,05/10/2019 00:00,2.069410179,0.028818326
1910,05/10/2019 00:00,08/10/2019 00:00,1.544323853,0.021573233
1911,08/10/2019 00:00,11/10/2019 00:00,1.550436579,0.038282406
1912,11/10/2019 00:00,14/10/2019 00:00,1.369269481,0.042048064
1913,14/10/2019 00:00,17/10/2019 00:00,0.964533295,0.012747556
1914,17/10/2019 00:00,20/10/2019 00:00,1.168006196,0.058192062
1915,20/10/2019 00:00,23/10/2019 00:00,0.711515654,0.059829695
1916,23/10/2019 00:00,26/10/2019 00:00,0.70614521,0.010233816
1917,26/10/2019 00:00,29/10/2019 00:00,1.457221556,0.015229981
1918,29/10/2019 00:00,01/11/2019 00:00,1.842343312,0.017135536
1919,01/11/2019 00:00,04/11/2019 00:00,1.819153537,0.028752233
1920,04/11/2019 00:00,07/11/2019 00:00,1.383765775,0.033737465
1921,07/11/2019 00:00,10/11/2019 00:00,1.16935212,0.011880962
1922,10/11/2019 00:00,13/11/2019 00:00,1.428019732,0
1923,13/11/2019 00:00,16/11/2019 00:00,1.03185556,0.021225017
1924,16/11/2019 00:00,19/11/2019 00:00,1.172278889,0
1925,19/11/2019 00:00,22/11/2019 00:00,1.021914723,0
1926,22/11/2019 00:00,25/11/2019 00:00,0.435032042,0.013120304
1927,25/11/2019 00:00,28/11/2019 00:00,0.738378905,0.021614514
1928,28/11/2019 00:00,01/12/2019 00:00,0.562704055,0.100137039
1929,01/12/2019 00:00,03/12/2019 17:53,1.107804084,0.019673716
1930,04/12/2019 00:00,05/12/2019 00:00,0.808977381,0.125706002
1931,05/12/2019 00:00,06/12/2019 00:00,0.23839979,0.034341996
